"2009/09/12_00:00" "211.171.231.215"
"2009/09/13_00:00" "109.234.161.10"
"2009/09/13_00:00" "66.96.214.117:8080"
"2009/09/13_00:00" "84.242.167.49:8080"
"2009/09/13_00:00" "77.79.19.33"
"2009/09/13_00:00" "84.242.167.49"
"2009/09/13_00:00" "209.9.188.130/t.txt"
"2014/03/23_10:15" "109.120.177.54"
"2009/09/16_00:00" "96.30.28.181"
"2009/09/18_00:00" "208.71.106.216"
"2009/09/19_00:00" "211.202.2.17"
"2009/09/23_00:00" "213.163.89.54/mito/"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/24_00:00" "204.93.171.26"
"2009/09/26_00:00" "81.169.145.69"
"2009/09/26_00:00" "85.13.135.179"
"2009/09/26_00:00" "81.169.145.66"
"2009/09/26_00:00" "67.228.85.201"
"2009/09/26_00:00" "81.169.145.82"
"2009/11/01_18:49" "217.23.6.17:10283/d3n2829231.dat"
"2009/11/13_20:52" "200.80.97.174/maravilha.txt"
"2009/11/15_16:09" "69.89.19.200"
"2009/11/15_16:09" "69.89.31.59"
"2009/11/15_16:09" "74.220.219.67"
"2009/11/15_16:09" "69.89.21.92"
"2009/11/15_16:09" "69.89.18.20"
"2009/11/15_16:09" "69.89.22.116"
"2009/11/15_16:09" "67.20.108.63"
"2009/11/15_16:09" "69.89.22.116"
"2009/11/16_21:00" "66.96.130.21"
"2009/11/24_19:27" "88.80.10.1/pp/anp.php"
"2009/12/02_20:32" "216.45.58.150"
"2009/12/04_19:56" "69.89.20.48"
"2009/12/10_15:48" "81.20.97.13"
"2009/12/10_15:48" "216.177.137.23"
"2009/12/10_15:48" "76.163.253.1"
"2009/12/12_10:56" "218.25.203.5/images/images/js.gif"
"2009/12/23_02:35" "213.230.203.86"
"2009/12/23_02:35" "213.230.203.86"
"2009/12/23_02:35" "213.230.203.86"
"2009/12/23_02:35" "213.230.203.86"
"2014/01/22_22:22" "91.218.229.16"
"2010/02/01_08:36" "81.169.145.91"
"2010/02/01_11:14" "208.112.22.66"
"2010/02/02_08:40" "213.81.152.60"
"2010/02/10_11:39" "69.163.145.107"
"2010/02/13_09:21" "212.12.112.25"
"2010/02/13_09:21" "87.236.199.153"
"2010/02/14_15:14" "119.145.143.6/aspnet_client/system_web/update.exe"
"2010/02/17_15:39" "66.220.17.157/toolbar_uninstall.exe"
"2010/02/17_15:39" "89.28.13.212/in.php?s=89.28.13.214"
"2014/03/23_10:15" "109.120.177.54"
"2010/02/25_21:26" "222.222.204.68"
"2010/02/26_16:28" "77.245.61.232/offersfortoday/get_file.php"
"2010/02/26_16:30" "77.245.61.232/offersfortoday/multi/28.exe"
"2010/03/07_19:11" "85.192.36.173"
"2010/03/09_12:04" "74.54.41.82"
"2010/03/17_04:53" "83.139.194.168/images/comprovanteEmail_Html.com"
"2010/03/17_15:54" "213.132.197.60"
"2014/03/23_10:15" "109.120.177.54"
"2010/03/24_11:51" "58.55.127.16:8080/files/image.jpg"
"2010/03/29_06:18" "193.178.146.235"
"2014/03/23_10:15" "109.120.177.54"
"2010/04/01_16:14" "218.38.243.71"
"2010/04/03_10:04" "91.207.6.134/spm/page.php?id=1378328&tick=1378328&ver=100&smtp=ok&task=0"
"2010/04/07_06:26" "89.234.64.135"
"2010/04/07_14:26" "78.140.15.82/protod.exe"
"2010/04/08_15:26" "202.38.97.217/manual/readme.txt"
"2010/04/08_15:26" "77.75.105.9"
"2010/04/10_09:07" "62.75.152.79/MeinEigenerServer/index.php?p=Login"
"2010/04/12_11:29" "95.143.193.60/dir/gate.php?box=war&take=0&uid=pecwghrc"
"2010/04/12_20:14" "193.86.3.170/region/karneva2003-2/karneval2003-2.html"
"2010/04/14_05:32" "78.140.15.82/bootstrap"
"2010/04/16_20:16" "77.222.40.91"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "206.225.20.77"
"2010/04/16_20:16" "66.7.214.152"
"2010/04/16_20:16" "66.7.214.152"
"2010/04/16_20:16" "66.7.214.152"
"2010/04/16_20:16" "4.59.56.18"
"2010/04/16_20:16" "4.59.56.18"
"2010/04/16_20:16" "217.30.180.48"
"2010/04/16_20:16" "188.127.248.54"
"2014/03/23_10:15" "109.120.177.54"
"2010/04/16_20:16" "85.10.140.251"
"2010/04/16_20:16" "85.10.140.251"
"2010/04/16_20:16" "62.149.140.107"
"2010/04/16_20:16" "89.108.67.238"
"2010/04/16_20:16" "80.190.144.115"
"2010/04/17_23:47" "78.140.15.82/quu3aiVai7Lei6epha7azoYegah4da9za2rec8ahngoosu7tuneemoizee5vael5eBoazahHephaahohTa3eecoochaiseesheichoh7aikuz0uas8zeekiaChiayeVa/scripts/tasks.xml"
"2010/04/20_10:45" "98.130.32.2"
"2010/04/20_16:20" "174.122.221.186"
"2010/04/25_06:54" "66.220.17.200"
"2010/04/25_06:54" "66.220.17.200"
"2010/04/27_06:45" "66.220.17.200"
"2010/04/27_06:45" "66.220.17.200"
"2010/05/07_06:52" "62.122.75.237/"
"2010/05/08_11:02" "116.127.121.27/~brownsoftdown/download/servprodect27.exe"
"2010/05/09_19:02" "193.105.174.42/stat/halo-i16/o.php"
"2010/05/09_19:02" "193.105.174.42/stat/halo-i16/s.php"
"2010/05/09_19:02" "193.105.174.42/stat/halo-i5/s.php"
"2010/05/09_19:02" "193.105.174.42/stat/halo-i5/l.php"
"2014/03/23_10:15" "109.120.177.54"
"2014/03/23_10:15" "109.120.177.54"
"2010/05/13_10:04" "188.65.74.166"
"2010/05/13_10:04" "188.65.74.167"
"2010/05/13_10:04" "188.65.74.168"
"2010/05/13_10:04" "188.65.74.169"
"2010/05/13_10:04" "188.65.74.170"
"2010/05/13_10:04" "211.119.245.140"
"2010/05/15_21:10" "193.105.207.21/ccc/dede.qwas"
"2010/05/15_21:10" "193.105.207.21/dede/gate.php"
"2013/08/07_19:06" "5.9.105.23"
"2013/08/07_19:06" "78.129.255.46"
"2013/08/07_19:06" "54.248.126.242/ruggedly/copernican.js"
"2010/05/25_10:26" "208.53.183.20/index.data"
"2010/05/26_18:24" "83.133.125.178/r.php?type=0"
"2014/03/23_10:15" "109.120.177.54"
"2010/06/01_18:58" "213.252.116.180:81/roundcubemail/bin/1.gif"
"2014/03/23_10:15" "109.120.177.54"
"2014/03/23_10:15" "109.120.177.54"
"2014/03/23_10:15" "109.120.177.54"
"2010/06/30_19:51" "72.18.206.103/nervoso/download01.rar"
"2010/06/30_19:51" "72.18.206.103/nervoso/download02.rar"
"2010/06/30_19:51" "72.18.206.103/nervoso/download03.rar"
"2010/07/10_07:57" "212.27.63.127"
"2010/07/13_12:51" "91.188.60.5/hit.php?v=44&app_type_id=1&wm_id=acc0044&u=d6c9b08c-89d3-46bf-b610-08c742b7ebf2&t=2"
"2010/07/14_18:02" "91.195.110.99"
"2010/07/14_20:45" "91.195.110.99"
"2010/07/17_20:20" "217.119.57.22"
"2010/07/17_20:53" "193.105.240.59/optima/index.php?uid=080286&ver=6g%20XP"
"2010/07/19_21:04" "91.188.60.5/hit.php?v=45&app_type_id=1&wm_id=acc0049&u=28b6d4a0-f30b-43bc-8cc8-c466a4ca72bc&t=2"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/api.php"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/992.jar"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/cbe.jar"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/error.js.php"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/gogol.Familie.class"
"2010/07/21_01:11" "219.255.13.77:8080/Home/exemple.com/MyName"
"2010/07/22_14:56" "91.212.226.33/qkl4Cix7f4XUCs8MTQ1fGRvd25sb2FkfA==18k.gif"
"2010/07/23_08:01" "91.188.60.5/hit.php?v=46&app_type_id=1&wm_id=acc0047&u=6a397086-fc8c-4e4e-bd44-05f8f376ab0f&t=2"
"2010/07/23_08:01" "91.188.60.5/l.php?wm_id=acc0047"
"2010/07/24_11:27" "188.65.74.161/wrath_ehgoihgwpigpehh.exe"
"2010/07/25_17:24" "91.188.59.10/opapa.exe"
"2010/07/28_14:08" "217.119.57.22"
"2010/07/29_13:45" "85.21.235.231/psd/index.html"
"2010/08/01_10:11" "188.65.74.161/varag_sdfgkwlkgadfshn.exe"
"2010/08/10_09:17" "69.50.221.190/l1/bb.php?v=200&id=554905388&b=9468674099&tm=3"
"2010/08/11_14:26" "193.104.146.12:443"
"2010/08/11_19:28" "188.65.74.161/netpoint_ghlaerggweqa.exe"
"2010/08/12_12:51" "69.50.221.190/l1/bb.php?v=200&id=636608811&b=9468674099&tm=2"
"2010/08/13_18:44" "202.109.143.16:81/ma.exe"
"2010/08/18_14:45" "188.65.74.161/archi_orweihaorgaigph.exe"
"2010/08/20_09:37" "87.118.88.140/pizda/show.php"
"2010/08/20_09:37" "87.118.88.140/pizda/stat.php"
"2010/08/20_09:37" "87.118.88.140/pizda/exe.php?spl=HCP"
"2010/08/21_19:01" "91.188.59.150/show.php?s=bc0915c6c2"
"2010/08/21_19:01" "91.188.59.150/admin.php"
"2010/08/21_19:01" "91.188.59.150/load.php?e=2"
"2010/08/22_08:38" "216.194.70.11"
"2010/08/22_08:38" "216.194.70.11"
"2010/08/23_20:18" "69.50.221.196/x22/load/load.exe"
"2010/08/23_20:18" "69.50.221.196/x33/load/load.exe"
"2010/08/23_20:18" "69.50.221.196/x44/load/load.exe"
"2010/08/23_20:18" "69.50.221.196/x55/load/load.exe"
"2010/08/26_16:20" "91.188.59.10/exe/sweater.exe"
"2010/08/26_16:20" "91.188.59.10/exe/dogma.exe"
"2010/08/26_16:20" "91.188.59.10/report/log.php"
"2010/08/26_17:01" "208.87.149.250"
"2010/08/30_18:49" "61.147.75.89/index.php?open=1&myid=14c7c6847c09807.44463926"
"2010/08/30_18:49" "112.84.189.89/mks.exe"
"2010/09/05_12:09" "208.79.232.46:8444/exemple.com/load.php?spl=mdac"
"2010/09/05_12:09" "212.117.161.31/js/"
"2010/09/05_12:09" "212.117.161.31/js/fi_4.php"
"2010/09/07_20:34" "188.65.74.162/test_severyan_sdhkjwg.exe"
"2010/09/09_17:06" "188.65.74.162/invisible_eorighroeig.exe"
"2010/09/09_19:49" "91.211.117.25/sp/admin/bin/upload/gbotout.exe"
"2010/09/09_19:49" "91.211.117.25/sp/admin/bin/upload/out.exe"
"2010/09/09_19:49" "91.211.117.25/sp/admin/bin/upload/out1.exe"
"2010/09/09_19:49" "91.211.117.25/sp/admin/bin/upload/pedoout.exe"
"2010/09/12_10:10" "188.65.74.162/fuckemall_dfljgsdhfog.exe"
"2010/09/12_10:10" "194.28.112.3/outlook.exe"
"2010/09/15_17:18" "115.68.13.152"
"2010/09/15_21:29" "94.100.25.139/np/index.php"
"2010/09/15_21:29" "94.100.25.139/np/admin.php"
"2010/09/15_21:29" "94.100.25.139/np/load.php?spl=hcp&b=ff&o=xp&i=hcp"
"2010/09/16_18:37" "89.248.111.226/page/contacts"
"2010/09/16_18:37" "89.248.111.226/page/b6609413801fe046af0a9bd9dff148af.php?site=12&name=47942584&quote=contacts&"
"2010/09/19_09:45" "81.31.145.112"
"2010/09/19_09:45" "81.31.145.112"
"2010/09/22_19:04" "178.17.163.108/ez/"
"2010/09/22_19:04" "178.17.163.108/ez/stats.php"
"2010/09/22_19:04" "178.17.163.108/ez/load.php?f=1&e=0"
"2010/09/28_18:49" "70.86.83.194/~unix/PLUGIN/Install-TvFlashPlayer.exe"
"2010/10/06_07:08" "188.65.74.163/vlx777_sdhgjklaogreah.exe"
"2010/10/06_20:13" "178.63.2.21/www/delivery/ajs.php?zoneid=4&cb=52206126077"
"2010/10/07_07:10" "217.119.57.22"
"2010/10/07_08:41" "69.64.50.78/kmxqildtbnangvd.php"
"2010/10/09_16:29" "217.119.57.22"
"2010/10/10_11:05" "69.64.50.78/foj.php?i=15"
"2010/10/10_21:10" "209.172.59.196"
"2010/10/12_06:40" "209.172.59.196"
"2010/10/12_06:40" "217.119.57.22"
"2010/10/16_06:28" "209.172.59.196"
"2010/10/16_06:28" "209.172.59.196"
"2010/10/18_09:54" "83.133.122.54/r.php?type=0"
"2010/10/19_19:22" "195.226.197.49/spl_6/bn8.php?i=15"
"2010/10/22_06:27" "109.196.143.135/outlook.exe"
"2010/10/22_22:17" "217.119.57.22"
"2010/10/23_14:38" "188.65.74.163/cash2_rwhoajdtyjtyysd.exe"
"2010/10/26_18:45" "195.226.197.50/spl_3/dzf.php?i=15"
"2010/10/26_18:45" "209.172.59.196"
"2010/10/26_18:45" "209.172.59.196"
"2010/10/28_17:28" "109.196.143.133/1.exe"
"2010/10/28_17:28" "109.196.143.133/bm/"
"2010/10/29_11:24" "217.119.57.22"
"2013/01/04_18:06" "8.23.224.90"
"2010/10/29_20:42" "217.119.57.22"
"2010/10/30_18:23" "209.172.59.196"
"2010/11/01_20:08" "217.119.57.22"
"2010/11/01_20:08" "217.119.57.22"
"2010/11/02_10:15" "209.172.59.196"
"2010/11/02_13:07" "209.172.59.196"
"2010/11/05_05:08" "209.172.59.196"
"2010/11/06_11:29" "217.119.57.22"
"2010/11/06_22:45" "209.172.59.196"
"2010/11/06_22:45" "209.172.59.196"
"2010/11/07_10:30" "92.60.177.235/iza.php?i=15"
"2010/11/09_19:19" "193.178.172.60/1.exe"
"2010/11/09_19:33" "195.226.197.50/spl_4/xt.php?i=15"
"2010/11/10_18:37" "209.172.59.196"
"2010/11/11_19:55" "221.192.214.66"
"2010/11/11_19:55" "221.192.214.66"
"2010/11/12_07:47" "91.217.249.160/KILL.exe"
"2014/03/23_10:15" "109.120.177.54"
"2010/11/12_18:17" "69.64.63.220/ar.php?i=15"
"2010/11/12_18:17" "209.172.59.196"
"2010/11/12_18:17" "209.172.59.196"
"2010/11/12_18:17" "69.50.213.106/1/bqe.php?i=15"
"2010/11/13_09:52" "61.178.85.177"
"2010/11/13_09:52" "188.95.159.100/phpbb/image2/cp.php?i=15"
"2010/11/13_09:52" "217.119.57.22"
"2010/11/13_14:59" "193.104.146.77/f1_heiught3o2iryhe/2uiew__t/zxconfig.bin"
"2010/11/13_14:59" "193.104.146.77/f1_heiught3o2iryhe/2uiew__t/up1/bot_up1_144.exe"
"2010/11/14_18:06" "91.217.162.141/adult/bq.php?i=15"
"2010/11/14_22:12" "217.119.57.22"
"2010/11/14_22:12" "217.119.57.22"
"2010/11/14_22:12" "209.172.59.196"
"2010/11/14_22:12" "209.172.59.196"
"2010/11/14_22:12" "209.172.59.196"
"2010/11/14_22:12" "209.172.59.196"
"2010/11/15_18:18" "92.60.177.244/out/al8.php?i=15"
"2010/11/15_18:37" "89.209.91.49/e/bin/config.bin"
"2010/11/15_18:37" "89.209.91.49/e/bt_version_checker.php"
"2010/11/15_18:37" "78.26.187.39/god/jwi.php?i=15"
"2010/11/16_18:59" "91.217.162.176/dm3.exe"
"2010/11/16_18:59" "209.172.59.196"
"2010/11/18_20:56" "91.217.249.136/jwb.php?i=15"
"2010/11/18_20:56" "217.119.57.22"
"2010/11/18_21:14" "200.63.44.192/hk/show.php?key=27b7d8fb16d42bb82f9cf3a156f77994&u=user123"
"2010/11/18_21:14" "200.63.44.192/hk/show.php?key=27b7d8fb16d42bb82f9cf3a156f77994&u=user123"
"2010/11/19_12:41" "213.155.12.144/sec/bin/config.bin"
"2010/11/19_12:41" "213.155.12.144/sec/bin/k.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/load.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/45.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/baby.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/v1crypted.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/v1crypted1.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/v2crypted.exe"
"2010/11/19_12:41" "213.155.12.144/sec/bin/upload/v2crypted1.exe"
"2010/11/19_19:45" "109.196.143.136/aff422_flsgejrlhjtrag.exe"
"2010/11/19_19:45" "109.196.143.137/setup.exe"
"2010/11/19_19:45" "78.26.187.41/god/bp.php?i=15"
"2010/11/19_19:45" "92.60.177.246/other/cu.php?i=15"
"2010/11/20_07:03" "114.203.87.195/help.asp"
"2010/11/20_07:03" "121.254.145.212/w3c/ad.exe"
"2010/11/20_09:49" "204.45.48.15/shop/xsf.php?i=15"
"2010/11/21_11:02" "128.134.30.87/w.exe"
"2010/11/21_11:02" "128.134.30.87/s.exe"
"2010/11/21_16:10" "217.119.57.22"
"2010/11/21_16:10" "92.60.177.236/old/jzc.php?i=15"
"2010/11/22_07:25" "91.217.162.158/pic/is.php?i=15"
"2010/11/22_12:30" "195.226.197.51/my_spl4/xt.php?i=15"
"2010/11/24_19:20" "80.24.67.44/images/install_flash_player.exe"
"2010/11/26_17:33" "112.148.141.4"
"2010/11/26_17:33" "121.156.126.10"
"2010/11/26_19:18" "69.50.208.164/stat/co.php?i=15"
"2010/11/26_20:26" "195.226.197.51/my_spl3/dzf.php?i=15"
"2010/11/26_20:26" "77.221.130.43"
"2010/11/26_20:26" "69.50.195.232/"
"2010/11/26_21:56" "91.207.182.55/xxx1/gw.php?i=15"
"2010/12/02_17:39" "109.196.143.136/setup.exe"
"2010/12/02_17:39" "109.196.143.136/vlx777_sdhgjklaogreah.exe"
"2010/12/02_18:42" "91.213.174.46/KillEXE.exe"
"2010/12/02_18:42" "91.213.174.46/all-zahlung.exe"
"2010/12/02_20:17" "220.110.138.52/MNRSys/images/install_flash_player.exe"
"2010/12/03_17:29" "201.76.178.58/.YAMAHA/kx.gif"
"2010/12/03_17:29" "201.76.178.58/.YAMAHA/sx.gif"
"2010/12/03_17:29" "201.76.178.58/.YAMAHA/24.gif"
"2010/12/03_18:04" "203.157.204.2/icons/facebook_toolbar.exe"
"2010/12/08_13:37" "91.200.240.46"
"2010/12/08_20:40" "91.217.162.228/pic/cq.php?i=15"
"2010/12/10_06:53" "204.45.55.121/shop/epe.php?i=15"
"2010/12/12_20:02" "91.207.182.56/xxx1/gw.php?i=15"
"2010/12/12_23:48" "109.196.143.136/andru333_lfdshogerhah.exe"
"2010/12/12_23:48" "109.196.143.137/setup.exe"
